"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"";"Version1.0.0.";1;"";;;
2;"G***";"Logo-Back-OSH-3.5mm";1;"LOGO";;;
3;"REF**";"Logo-Back-SolderedFULL-15mm";1;"Logo-Front-SolderedFULL-15mm";;;
4;",,,,,,,,,,,,,,";"buzzardLabel";15;"";;;
5;"G***";"Logo-Front-Soldered-4mm";1;"LOGO";;;
6;"K1";"TERMINAL_KF235-5.0-2P";1;"TERMINAL_KF235-5.0-2P";;;
7;"K3";"JST_XH_5A_CONNECTOR";1;"JST_XH_5A_CONNECTOR";;;
8;"D6,D4,D3,D5";"0603LED";4;"green";;;
9;"H1,H2";"HOLE_3.2mm";2;"HOLE_3.2mm";;;
10;"R4,R6,R3,R5";"0603R";4;"330R";;;
11;"D1";"0402LED";1;"purple";;;
12;"Q3,Q1,Q4,Q2";"SOT-23-3";4;"NPN-SOT-23-3";;;
13;"R1";"0402R";1;"330R";;;
14;"R8,R7,R9,R2";"0603R";4;"1k";;;
15;"FD1";"FIDUCIAL_1MM_PASTE";1;"Fiducial_Stencil";;;
16;"JP2";"SMD_JUMPER";1;"SMD_JUMPER";;;
17;"D9,D7,D8,D2";"M4_DIODA";4;"M4_DIODA";;;
18;"JP1";"SMD-JUMPER-CONNECTED_TRACE_NOSLODERMASK";1;"SMD-JUMPER-CONNECTED_TRACE_NOSLODERMASK";;;
19;"K2";"HEADER_MALE_5X1";1;"HEADER_MALE_5X1";;;
